2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	host	ncbi taxonomy id	refseq id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body site	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species	habitat	pubseedid	annotation version id	cell shape	id	summary_rank
1.0	Human	526227.0		GCF_000092125.1	646564546.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Thermal springs	Gram-	Aerobe	0.0	Nonmotile	0.0	0.0	3721669.0	3720.0	2334056.0	63.0	3665.0	98.52	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/125/GCF_000092125.1_ASM9212v1	s__Allomeiothermus_silvanus.json	526227.0	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Allomeiothermus	s__Allomeiothermus silvanus		Meiothermus silvanus DSM 9946 (526227.6)	526227.6		s__Allomeiothermus_silvanus	species
0.0	Human	1852368.0	GCF_900095835.1	GCF_900095835.1		PMID:30745586	Literature research									Gram-												ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/835/GCA_900095835.1_PRJEB15302	s__Alloprevotella_massiliensis.json	1852368.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella massiliensis					s__Alloprevotella_massiliensis	species
0.0	Human	679199.0		GCF_000234115.1	2513237313.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	0.0	Nonmotile		0.0	2588570.0	2075.0	1177557.0	45.0	2012.0	96.96	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/234/115/GCF_000234115.1_Prevotella_sp_F0323_V1	s__Alloprevotella_rava.json	679199.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella rava					s__Alloprevotella_rava	species
1.0	Human	1035197.0		GCF_000318095.2	2537561949.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Digestive system	Gram-	Anaerobe	0.0	0			2552288.0	2366.0	1177408.0	46.0	2317.0	97.93	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/095/GCF_000318095.2_ASM31809v2	s__Alloprevotella_sp000318095.json	1035197.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp000318095	0.0	Prevotella sp. oral taxon 473 str. F0040 (1035197.3)	1035197.3	0.0	s__Alloprevotella_sp000318095	species
0.0	Human	626522.0		GCF_000159995.1	645951840.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Animal	Unclassified	Digestive system	Gram-	Anaerobe	0.0	Nonmotile			2582919.0	2864.0	1202556.0	47.0	2811.0	98.15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/995/GCF_000159995.1_ASM15999v1	s__Alloprevotella_tannerae.json	626522.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella tannerae					s__Alloprevotella_tannerae	species
0.0	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0	0.0				47.0				s__Alloscardovia_omnicolens.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Alloscardovia	s__Alloscardovia omnicolens				0.0	s__Alloscardovia_omnicolens	species
2.0	Human	428127.0		GCF_000154285.1	641380446.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0		0.0	2190453.0	2398.0	834744.0	38.0	2350.0	98.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/285/GCF_000154285.1_ASM15428v1	s__Amedibacillus_dolichus.json	428127.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Amedibacillus	s__Amedibacillus dolichus		Eubacterium dolichum DSM 3991 (428127.7)	428127.7		s__Amedibacillus_dolichus	species
0.0	Human	155865.0		GCF_900102225.1	2654588172.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Obligate anaerobe	0.0	0	0.0	0.0	2275694.0	2076.0	1238330.0	54.0	2007.0	96.68	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/225/GCF_900102225.1_IMG-taxon_2623620515_annotated_assembly	s__Aminicella_pyruvativorans.json	155865.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Aminicella	s__Aminicella pyruvativorans	0.0			0.0	s__Aminicella_pyruvativorans	species
0.0	Human	1005740.0	GCF_004366815.1	GCF_004366815.1	2756170234.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram-	Anaerobe	0.0	0	0.0	0.0	3347494.0	3061.0	1996312.0	60.0	3005.0	98.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/366/815/GCF_004366815.1_ASM436681v1	s__Aminivibrio_pyruvatiphilus.json	1005740.0	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Aminobacteriaceae	g__Aminivibrio	s__Aminivibrio pyruvatiphilus	0.0			0.0	s__Aminivibrio_pyruvatiphilus	species
0.0	Human	1120988.0		GCF_000482845.1	2528768184.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Anaerobe		Motile			3806682.0	2345.0	1655154.0	44.0	2267.0	96.67	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/482/845/GCF_000482845.1_ASM48284v1	s__Anaerobiospirillum_succiniciproducens.json	1120988.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Succinivibrionaceae	g__Anaerobiospirillum	s__Anaerobiospirillum succiniciproducens					s__Anaerobiospirillum_succiniciproducens	species
2.0	Human	411469.0		GCF_000173975.1	643886203.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0		0.0	3290996.0	3297.0	1256957.0	38.0	3233.0	98.06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/173/975/GCF_000173975.1_ASM17397v1	s__Anaerobutyricum_hallii.json	411469.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerobutyricum	s__Anaerobutyricum hallii		Eubacterium hallii DSM 3353 (411469.3)	411469.3		s__Anaerobutyricum_hallii	species
1.0	Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Anaerobe	0.0	Nonmotile						30.0				s__Anaerococcus_hydrogenalis.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus hydrogenalis					s__Anaerococcus_hydrogenalis	species
0.0	Human	1673719.0	GCF_001182725.1	GCF_001182725.1		PMID:30745586	Literature research									Gram+												ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/182/725/GCF_001182725.1_Anaerococcus_jeddahense	s__Anaerococcus_jeddahensis.json	1673719.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus jeddahensis					s__Anaerococcus_jeddahensis	species
	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated			Reproductive system	Gram+	Anaerobe	0.0							35.0				s__Anaerococcus_lactolyticus.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus lactolyticus		Anaerococcus lactolyticus ATCC 51172 (525254.4)	525254.4		s__Anaerococcus_lactolyticus	species
2.0	Human	525919.0	GCF_000191725.1	GCF_000024105.1	644736326.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Unclassified	Unclassified	Gram+	Anaerobe	0.0	Nonmotile			1998633.0	1913.0	712291.0	36.0	1852.0	96.81	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/105/GCF_000024105.1_ASM2410v1	s__Anaerococcus_prevotii.json	525919.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus prevotii		Anaerococcus prevotii DSM 20548 (525919.6)	525919.6		s__Anaerococcus_prevotii	species
0.0	Human	1720199.0	GCF_001487145.1	GCF_001487145.1		PMID:30745586	Literature research									Gram+												ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/487/145/GCF_001487145.1_Anaerococcus_rubiinfantis	s__Anaerococcus_rubeinfantis.json	1720199.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus rubeinfantis					s__Anaerococcus_rubeinfantis	species
0.0	Human	1033733.0	GCF_000321005.1	GCF_000321005.1	2547132134.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Nonmotile			1780308.0	1798.0	505407.0	28.0	1734.0	96.44	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/005/GCF_000321005.1_ASM32100v2	s__Anaerococcus_senegalensis.json	1033733.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus senegalensis					s__Anaerococcus_senegalensis	species
	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Anaerobe	0.0							34.0				s__Anaerococcus_tetradius.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus tetradius		Anaerococcus tetradius ATCC 35098 (525255.3)	525255.3		s__Anaerococcus_tetradius	species
	Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0	0.0				29.0				s__Anaerococcus_vaginalis.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus vaginalis	0.0			0.0	s__Anaerococcus_vaginalis	species
2.0	Human	879305.0		GCF_000191725.1	2529292727.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Vagina	Reproductive system	Gram+	Anaerobe	0.0	Nonmotile			1697099.0	1688.0	559377.0	33.0	1635.0	96.86	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/725/GCF_000191725.1_ASM19172v2	s__Anaerococcus_vaginimassiliensis.json	879305.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus vaginimassiliensis		Anaerococcus prevotii ACS-065-V-Col13 (879305.3)	879305.3		s__Anaerococcus_vaginimassiliensis	species
2.0	Human	445971.0		GCF_000154825.1	641736193.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0		0.0	2284603.0	2381.0	761765.0	33.0	2331.0	97.9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/825/GCF_000154825.1_ASM15482v1	s__Anaerofustis_stercorihominis.json	445971.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Anaerofustaceae	g__Anaerofustis	s__Anaerofustis stercorihominis		Anaerofustis stercorihominis DSM 17244 (445971.6)	445971.6		s__Anaerofustis_stercorihominis	species
0.0	Mouse	932217.0	GCF_009696605.1			PMID:27670113	Literature research									Gram+												https://www.ncbi.nlm.nih.gov/assembly/GCF_009696605.1/	s__Anaerosalibacter_bizertensis.json	932217.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Sporanaerobacteraceae	g__Anaerosalibacter	s__Anaerosalibacter bizertensis					s__Anaerosalibacter_bizertensis	species
0.0	Human	1347392.0		GCF_000751555.1	2617271274.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	0.0	3189543.0	3306.0	945804.0	30.0	3237.0	97.91	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/751/555/GCF_000751555.1_Anaerosalibacter_massiliensis_ND1	s__Anaerosalibacter_massiliensis.json	1347392.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Sporanaerobacteraceae	g__Anaerosalibacter	s__Anaerosalibacter massiliensis	0.0			0.0	s__Anaerosalibacter_massiliensis	species
0.0	Human	1120996.0		GCF_900142955.1	2588253509.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram+	Anaerobe	0.0	Motile	0.0	0.0	5217774.0	4645.0	1822850.0	35.0	4551.0	97.98	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/955/GCF_900142955.1_IMG-taxon_2588253509_annotated_assembly	s__Anaerosporobacter_mobilis.json	1120996.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerosporobacter	s__Anaerosporobacter mobilis					s__Anaerosporobacter_mobilis	species
	Human			GCF_900624715.1	641736227.0			0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0		0.0	3605636.0	3845.0	1598255.0	44.0	3748.0	97.48		s__Anaerostipes_caccae.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes caccae		Anaerostipes caccae DSM 14662 (411490.6)	411490.6		s__Anaerostipes_caccae	species
2.0	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+		0.0			0.0				37.0				s__Anaerostipes_hadrus.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes hadrus					s__Anaerostipes_hadrus	species
0.0	Mouse	1121323.0		GCF_900142265.1	2585428190.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Birds	Unclassified	Digestive system	Gram+	Anaerobe	0.0	Nonmotile			3546077.0	3621.0	1603877.0	45.0	3532.0	97.54	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/265/GCF_900142265.1_IMG-taxon_2585428190_annotated_assembly	s__Anaerotignum_lactatifermentans.json	1121323.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum lactatifermentans					s__Anaerotignum_lactatifermentans	species
2.0	Human	445972.0		GCF_000154565.1	641736271.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Nonmotile		0.0	3718888.0	4506.0	2014830.0	54.0	4427.0	98.25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/565/GCF_000154565.1_ASM15456v1	s__Anaerotruncus_colihominis.json	445972.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus colihominis		Anaerotruncus colihominis DSM 17241 (445972.6)	445972.6		s__Anaerotruncus_colihominis	species
1.0	Human	1235835.0	GCF_000403395.2	GCF_000403395.2	2563367172.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Unclassified	Unclassified	Gram+	Anaerobe	0.0	0	0.0	0.0	3513927.0	3519.0	1921190.0	55.0	3455.0	98.18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/403/395/GCF_000403395.2_Anae_bact_G3_V1	s__Anaerotruncus_sp000403395.json	1235835.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus sp000403395	0.0	Anaerotruncus sp. G3(2012) (1235835.3)	2012.0	0.0	s__Anaerotruncus_sp000403395	species
0.0	Mouse	1120998.0		GCF_000426305.1	2524614531.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Aquatic	Saline	Non-marine Saline and Alkaline	Gram+	Anaerobe	0.0	Motile	0.0	0.0	3265560.0	3015.0	1028561.0	32.0	2944.0	97.65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/305/GCF_000426305.1_ASM42630v1	s__Anaerovorax_odorimutans.json	1120998.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Anaerovorax	s__Anaerovorax odorimutans					s__Anaerovorax_odorimutans	species
0.0	Human	649747.0		GCF_000466385.1	2563366762.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate aerobe	0.0	0			5302959.0	6261.0	2293199.0	43.0	6214.0	99.25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/385/GCF_000466385.1_ASM46638v1	s__Aneurinibacillus_aneurinilyticus.json	649747.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Aneurinibacillales	f__Aneurinibacillaceae	g__Aneurinibacillus	s__Aneurinibacillus aneurinilyticus				0.0	s__Aneurinibacillus_aneurinilyticus	species
0.0	Mouse	1423768.0		GCF_001433825.1	2660237901.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0	0.0	0.0	1511737.0	1404.0	550203.0	36.0	1358.0	96.72	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/825/GCF_001433825.1_ASM143382v1	s__Apilactobacillus_kunkeei.json	1423768.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus kunkeei	0.0			0.0	s__Apilactobacillus_kunkeei	species
0.0	Mouse	1419324.0		GCF_000687335.1	2558860143.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Insecta	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Nonmotile		0.0	1567924.0	1455.0	578798.0	37.0	1417.0	97.39	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/335/GCF_000687335.1_LKU1	s__Apilactobacillus_kunkeei_F.json	1419324.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus kunkeei_F					s__Apilactobacillus_kunkeei_F	species
2.0	Human					Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0	0.0								s__Aquipseudomonas_alloputida.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Aquipseudomonas	s__Aquipseudomonas alloputida					s__Aquipseudomonas_alloputida	species
2.0	Human					Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0			0.0						98.32		s__Aquipseudomonas_asiatica.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Aquipseudomonas	s__Aquipseudomonas asiatica	0.0			0.0	s__Aquipseudomonas_asiatica	species
2.0	Human	1324332.0		GCF_000411675.1	2554235131.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	Aerobe	0.0	0	0.0	0.0	6870021.0	6442.0	4155173.0	60.0	6313.0	98.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/411/675/GCF_000411675.1_Pse.Fluo1.0	s__Aquipseudomonas_azotoformans_A.json	1324332.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Aquipseudomonas	s__Aquipseudomonas azotoformans_A	0.0	Pseudomonas fluorescens LMG 5329 (1324332.3)	1324332.3	0.0	s__Aquipseudomonas_azotoformans_A	species
2.0	Human	1038923.0		GCF_000263695.1	2597489890.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Plants	Unclassified	Unclassified	Gram-	Aerobe		0	0.0	0.0	6602611.0	6027.0	4024318.0	61.0	5748.0	95.37	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/263/695/GCF_000263695.1_ASM26369v2	s__Aquipseudomonas_brassicacearum.json	1038923.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Aquipseudomonas	s__Aquipseudomonas brassicacearum		Pseudomonas fluorescens Q8r1-96 (1038923.3)	1038923.3		s__Aquipseudomonas_brassicacearum	species
2.0	Human	1221522.0		GCF_000293885.2	2667527484.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Environmental	Aquatic	Lotic	Freshwater	Gram-	Aerobe	0.0	0	0.0	0.0	6998154.0	6542.0	4129413.0	59.0	6335.0	96.84	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/293/885/GCF_000293885.2_ASM29388v3	s__Aquipseudomonas_fluorescens_B.json	1221522.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Aquipseudomonas	s__Aquipseudomonas fluorescens_B	0.0	Pseudomonas fluorescens NCIMB 11764 (1221522.3)	1221522.3	0.0	s__Aquipseudomonas_fluorescens_B	species
2.0	Human	743713.0		GCF_000292795.1	2503538034.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Geologic	Gram-	Aerobe	0.0	Motile	0.0	0.0	6299732.0	5572.0	3779275.0	60.0	5570.0	99.96	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/292/795/GCF_000292795.1_PF-R124.01	s__Aquipseudomonas_fluorescens_H.json	743713.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Aquipseudomonas	s__Aquipseudomonas fluorescens_H		Pseudomonas fluorescens R124 (743713.3)	743713.3		s__Aquipseudomonas_fluorescens_H	species
2.0	Human	1038922.0		GCF_000281895.1	2597489886.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Plants	Unclassified	Unclassified	Gram-	Aerobe		0	0.0	0.0	6368168.0	5866.0	3860802.0	61.0	5625.0	95.89	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/895/GCF_000281895.1_ASM28189v1	s__Aquipseudomonas_fluorescens_S.json	1038922.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Aquipseudomonas	s__Aquipseudomonas fluorescens_S		Pseudomonas fluorescens Q2-87 (1038922.3)	1038922.3		s__Aquipseudomonas_fluorescens_S	species
2.0	Human	1331671.0		GCF_000410575.1	2563366586.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Engineered	Built environment	Unclassified	Unclassified	Gram-	Aerobe	0.0	0	0.0	0.0	6870827.0	6444.0	4232285.0	62.0	6357.0	98.65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/410/575/GCF_000410575.1_ASM41057v1	s__Aquipseudomonas_fortuita.json	1331671.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Aquipseudomonas	s__Aquipseudomonas fortuita	0.0	Pseudomonas putida H8234 (1331671.3)	1331671.3	0.0	s__Aquipseudomonas_fortuita	species
	Human				2548876816.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram-	Aerobe	0.0		0.0	0.0	5000569.0	4774.0	2968870.0	59.0	4661.0	97.63		s__Aquipseudomonas_fragi.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Aquipseudomonas	s__Aquipseudomonas fragi	0.0	Pseudomonas fragi B25 (1136138.3)	1136138.3		s__Aquipseudomonas_fragi	species
2.0	Human	205922.0		GCF_000012445.1	2600255294.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Groundwater	Freshwater	Gram-	Aerobe	0.0	0	0.0	0.0	6462908.0	5953.0	3856185.0	60.0	5885.0	98.86	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/445/GCF_000012445.1_ASM1244v1	s__Aquipseudomonas_glycinae.json	205922.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Aquipseudomonas	s__Aquipseudomonas glycinae	0.0	Pseudomonas fluorescens Pf0-1 (205922.5)	205922.5	0.0	s__Aquipseudomonas_glycinae	species
1.0	Human	1197721.0		GCF_000287395.1	2519899600.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Engineered	Biotransformation	Unclassified	Unclassified	Gram-	Aerobe	0.0	0	0.0	0.0	5072093.0	4677.0	3282149.0	65.0	4621.0	98.8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/395/GCF_000287395.1_Pmen01	s__Aquipseudomonas_hydrolytica.json	1197721.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Aquipseudomonas	s__Aquipseudomonas hydrolytica	0.0	Pseudomonas mendocina DLHK (1197721.3)	1197721.3	0.0	s__Aquipseudomonas_hydrolytica	species
